Respondent,MainBranch,Hobbyist,Age,Age1stCode,Salary,Country,WorkWeekHrs,YearsCode,YearsCodePro
521,I am a developer by profession,Yes,36,14,156500,United States,40,22,18
525,I am a developer by profession,No,34,26,89355,United Kingdom,40,8,3
526,I am a developer by profession,Yes,40,7,175000,United States,36,35,20
527,I am a developer by profession,No,31,13,98000,United States,35,14,10
528,I am a developer by profession,Yes,25,17,12372,Brazil,44,9,7
529,I am a developer by profession,Yes,33,14,45396,Finland,37,19,10
530,I am a developer by profession,Yes,50,23,140000,United States,45,25,24
531,I am a developer by profession,Yes,25,18,52942,Canada,40,3,2
532,I am a developer by profession,Yes,33,12,98000,United States,40,9,5
534,I am a developer by profession,Yes,30,12,90000,United States,40,7,5
535,"I am not primarily a developer, but I write code sometimes as part of my work",No,46,35,50000,United States,45,10,1
536,I am a developer by profession,Yes,36,15,98321,Canada,45,30,7
537,I am a developer by profession,Yes,40,8,150000,United States,40,32,20
538,I am a developer by profession,No,35,9,151337,Ireland,40,26,8
539,I am a developer by profession,Yes,26,17,12324,Portugal,40,8,2
540,I am a developer by profession,Yes,32,18,415092,Spain,44,14,7
542,I am a developer by profession,Yes,23,12,60000,United States,40,10,1
543,"I used to be a developer by profession, but no longer am",No,43,8,147477,United Kingdom,40,30,21
544,I am a developer by profession,Yes,32,14,48478,Mexico,40,17,9
545,I am a developer by profession,No,33,14,32070,Brazil,30,17,15
546,I am a developer by profession,Yes,24,16,119200,United States,35,8,6
548,I am a developer by profession,Yes,30,16,103065,United Kingdom,38,13,10
549,I am a developer by profession,Yes,24,14,8544,Ghana,40,7,4
552,I am a developer by profession,No,25,16,575,Turkey,10,6,2
553,I am a developer by profession,Yes,30,18,89644,India,40,9,4
555,I am a developer by profession,Yes,40,10,32070,Brazil,40,21,18
557,I am a developer by profession,No,26,18,68824,Canada,30,9,4
558,I am a developer by profession,Yes,34,11,175000,United States,47,18,13
559,I am a developer by profession,Yes,37,14,137271,Canada,40,23,15
560,I am a developer by profession,Yes,48,10,95000,United States,45,38,25
562,I am a developer by profession,Yes,27,20,88000,United States,40,8,6
563,I am a developer by profession,Yes,29,14,42804,Germany,24,16,10
564,I am a developer by profession,Yes,22,18,10812,Albania,45,3,2
566,I am a developer by profession,Yes,28,17,75527,Norway,37,7,2
567,I am a developer by profession,Yes,41,14,37834,Italy,40,21,14
568,I am a developer by profession,Yes,36,15,150000,United States,45,25,13
569,I am a developer by profession,No,32,22,17124,Pakistan,40,8,6
570,I am a developer by profession,Yes,32,10,56083,United States,40,15,8
571,I am a developer by profession,Yes,25,17,105000,United States,40,8,5
573,I am a developer by profession,Yes,26,15,8256,Morocco,44,8,5
574,I am a developer by profession,Yes,28,18,1.00E+05,United States,40,10,6
576,I am a developer by profession,Yes,29,12,54049,France,35,17,4
577,I am a developer by profession,Yes,53,15,112500,United States,40,38,30
579,I am a developer by profession,Yes,19,9,88800,United States,35,10,2
581,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,49,10,130000,United States,40,40,25
582,I am a developer by profession,Yes,30,23,85128,India,50,5,2
583,I am a developer by profession,Yes,48,11,126000,United States,42,37,21
584,I am a developer by profession,Yes,38,16,150000,United States,45,22,17
585,I am a developer by profession,Yes,30,12,120000,United States,45,18,11
586,I am a developer by profession,No,35,15,95000,United States,40,20,10
587,I am a developer by profession,Yes,28,16,67000,United States,40,4,4
588,I am a developer by profession,Yes,52,12,150000,United States,40,41,30
590,I am a developer by profession,Yes,41,12,159000,United States,40,29,19
591,I am a developer by profession,Yes,27,14,87280,India,40,10,3
592,I am a developer by profession,Yes,57,16,183872,United States,40,41,31
593,I am a developer by profession,Yes,38,12,120000,United States,40,26,21
594,I am a developer by profession,Yes,30,16,106467,Bulgaria,60,10,10
595,I am a developer by profession,Yes,37,10,150000,United States,50,17,11
596,I am a developer by profession,Yes,37,11,249000,United States,40,20,16
597,I am a developer by profession,Yes,31,13,34206,India,40,15,8
598,I am a developer by profession,No,27,9,88403,United States,40,8,5
599,I am a developer by profession,Yes,24,14,17508,Italy,52,10,3
600,I am a developer by profession,No,49,15,163814,Romania,43,35,25
602,I am a developer by profession,Yes,30,18,94466,Canada,40,12,5
603,I am a developer by profession,No,40,15,37834,France,45,4,3
604,I am a developer by profession,No,34,28,87000,United States,40,7,5
605,I am a developer by profession,Yes,27,17,12624,Tunisia,40,5,4
606,I am a developer by profession,Yes,39,26,94000,United States,45,12,8
607,I am a developer by profession,Yes,25,19,51888,Germany,40,5,2
608,I am a developer by profession,Yes,33,25,35395,Canada,40,6,3
609,I am a developer by profession,Yes,31,14,72000,United States,40,18,5
611,I am a developer by profession,Yes,29,10,104014,United States,40,20,6
612,I am a developer by profession,Yes,30,16,127273,United States,40,26,16
613,I am a developer by profession,Yes,30,13,127056,Canada,45,12,8
615,I am a developer by profession,Yes,35,18,48000,Ecuador,60,15,10
616,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,36,12,94000,United States,35,13,9
617,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,37,12,250000,United States,45,8,7
618,I am a developer by profession,No,27,13,85085,Canada,35,12,5
619,I am a developer by profession,Yes,37,14,67215,United Kingdom,37,23,12
621,I am a developer by profession,Yes,32,14,38916,Italy,40,13,10
622,I am a developer by profession,Yes,27,13,38484,Hungary,40,11,6
624,I am a developer by profession,Yes,26,16,5028,India,45,7,3
627,I am a developer by profession,Yes,35,25,30253,Canada,35,10,10
628,I am a developer by profession,Yes,38,36,74000,United States,40,1,1
629,I am a developer by profession,Yes,49,13,100300,United States,40,36,21
630,I am a developer by profession,Yes,34,17,24744,Brazil,44,15,10
632,I am a developer by profession,No,37,22,72000,United States,40,15,15
634,I am a developer by profession,Yes,25,18,192,Pakistan,42,6,3
635,I am a developer by profession,No,35,15,51888,Germany,41,20,12
636,I am a developer by profession,Yes,28,15,98000,United States,40,26,7
637,I am a developer by profession,Yes,46,8,2.00E+05,United States,40,28,23
640,I am a developer by profession,Yes,25,13,64400,United States,40,12,2
641,I am a developer by profession,Yes,27,18,38364,Haiti,60,5,2
643,I am a developer by profession,Yes,26,12,29364,Ukraine,40,10,4
644,I am a developer by profession,No,53,17,75631,Canada,36,25,22
645,I am a developer by profession,Yes,43,10,35028,Argentina,40,32,25
647,I am a developer by profession,No,63,19,150000,United States,40,44,30
648,I am a developer by profession,No,32,17,96790,France,40,10,7
650,I am a developer by profession,Yes,30,14,37816,Canada,35,15,9
652,I am a developer by profession,Yes,25,10,15120,Brazil,40,10,2
653,I am a developer by profession,Yes,36,10,151263,Canada,40,13,13
656,I am a developer by profession,Yes,30,13,76237,Switzerland,42,12,6
658,I am a developer by profession,Yes,35,10,150000,United States,40,25,13
660,I am a developer by profession,Yes,32,22,93537,Colombia,40,10,5
661,I am a developer by profession,Yes,32,8,185000,United States,40,18,10
663,I am a developer by profession,Yes,20,13,78252,Canada,40,7,2
664,I am a developer by profession,Yes,24,22,70831,United States,25,2,2
666,I am a developer by profession,Yes,49,12,156000,United States,40,37,22
667,I am a developer by profession,No,30,18,75000,United States,8.5,9,1
668,I am a developer by profession,Yes,36,25,23267,United Kingdom,40,11,7
669,I am a developer by profession,Yes,33,12,81433,United Kingdom,37,17,11
670,I am a developer by profession,Yes,35,16,73507,Germany,40,10,9
673,"I used to be a developer by profession, but no longer am",Yes,30,17,91832,India,40,8,6
674,I am a developer by profession,No,57,19,188248,United States,40,39,35
675,I am a developer by profession,Yes,31,11,110000,United States,60,10,5
676,I am a developer by profession,No,29,16,107000,United States,40,12,9
677,I am a developer by profession,Yes,31,16,150000,United States,40,9,7
678,I am a developer by profession,Yes,24,11,90000,United States,40,13,4
680,"I used to be a developer by profession, but no longer am",No,48,13,159621,United States,40,34,24
681,I am a developer by profession,Yes,56,19,175000,United States,40,35,30
682,I am a developer by profession,Yes,28,18,38456,Sweden,45,10,2
684,I am a developer by profession,Yes,33,12,51888,Lithuania,44,20,12
685,I am a developer by profession,Yes,31,11,958584,United Kingdom,40,20,17
686,I am a developer by profession,Yes,30,10,140000,United States,45,25,10
687,I am a developer by profession,Yes,24,18,60000,United States,40,6,3
688,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,21,20,50000,United States,45,1,1
689,I am a developer by profession,Yes,33,13,45000,United States,30,4,2
691,I am a developer by profession,Yes,25,15,88267,Germany,40,9,5
692,"I am not primarily a developer, but I write code sometimes as part of my work",No,54,14,150000,United States,40,30,20
694,I am a developer by profession,Yes,41,18,166500,United States,40,22,12
695,"I am not primarily a developer, but I write code sometimes as part of my work",No,49,29,112000,United States,50,20,20
696,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,30,19,6000,El Salvador,44,12,9
697,I am a developer by profession,No,28,18,70264,France,43,12,5
698,I am a developer by profession,Yes,30,17,39093,India,30,6,2
699,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,39,16,2.00E+06,United States,40,5,2
700,I am a developer by profession,Yes,27,13,90000,United States,40,10,4
701,I am a developer by profession,Yes,37,10,46915,Germany,40,26,7
702,I am a developer by profession,No,30,19,29436,Honduras,48,11,8
705,I am a developer by profession,Yes,42,16,75631,Canada,37,20,16
706,I am a developer by profession,Yes,20,12,25852,United Kingdom,39,9,1
707,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,32,7,55000,United States,40,25,14
709,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,33,11,118000,United States,41,22,10
710,I am a developer by profession,Yes,29,14,120000,United States,40,5,2
711,I am a developer by profession,Yes,23,19,14544,Czech Republic,30,4,2
713,I am a developer by profession,Yes,26,18,38778,United Kingdom,45,8,2
714,I am a developer by profession,Yes,28,14,68184,United Kingdom,35,15,7
715,I am a developer by profession,Yes,30,16,96093,France,40,12,6
716,I am a developer by profession,Yes,44,8,75631,Canada,50,35,27
717,"I used to be a developer by profession, but no longer am",No,22,20,72501,Ethiopia,40,2,1
718,I am a developer by profession,Yes,51,7,170000,United States,40,44,32
720,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,26,14,74904,United States,40,2,1
721,I am a developer by profession,No,36,15,117533,United States,40,15,15
722,I am a developer by profession,Yes,36,8,130000,United States,40,12,6
723,I am a developer by profession,Yes,30,9,30716,India,40,15,8
724,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,30,12,2.00E+06,United States,40,3,3
725,I am a developer by profession,Yes,62,19,36444,Poland,32,43,40
726,I am a developer by profession,Yes,45,9,350000,United States,50,36,20
727,I am a developer by profession,No,23,11,109665,Canada,35,12,5
730,I am a developer by profession,Yes,24,15,2592,Germany,90,8,2
731,I am a developer by profession,Yes,24,10,115000,United States,40,14,3
732,I am a developer by profession,Yes,27,18,170000,United States,50,9,4
733,I am a developer by profession,Yes,30,12,133160,Spain,40,30,17
734,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,35,15,116333,United Kingdom,60,30,10
736,I am a developer by profession,No,30,17,5400,Mexico,55,10,3
737,"I used to be a developer by profession, but no longer am",Yes,30,11,103491,Belgium,40,22,4
738,I am a developer by profession,Yes,22,18,3300,Peru,45,4,2
739,I am a developer by profession,Yes,54,15,129720,France,50,38,19
740,I am a developer by profession,No,26,13,85000,United States,42,8,5
741,I am a developer by profession,Yes,50,18,120000,United States,40,24,20
742,I am a developer by profession,Yes,24,16,130000,United States,40,6,5
743,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,30,12,64000,United States,40,17,13
744,I am a developer by profession,Yes,39,5,620448,United Kingdom,40,30,8
745,I am a developer by profession,Yes,34,18,195000,United States,40,16,11
746,I am a developer by profession,Yes,47,9,5.00E+05,United States,120,38,33
